city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Bushyhead, OK",0.139176122,1.201432583,"Bushyhead, OK",1314,America/Chicago,Oklahoma,OK,233,36.46148,-95.49414,236,US
"Tigerville, SC",-0.673666552,1.793216495,"Tigerville, SC",1312,America/New_York,South Carolina,SC,297,35.06845,-82.36845,308,US
"Richlandtown, PA",-1.323391101,-1.761690496,"Richlandtown, PA",1312,America/New_York,Pennsylvania,PA,160,40.4701,-75.32046,167,US
"Tombstone, AZ",1.848552046,-0.422665771,"Tombstone, AZ",1312,America/Phoenix,Arizona,AZ,1384,31.71287,-110.06758,1389,US
"Buffalo, OK",-0.29998522,0.593574498,"Buffalo, OK",1311,America/Chicago,Oklahoma,OK,553,36.83559,-99.6304,561,US
"Farwell, TX",1.026151225,1.560136198,"Farwell, TX",1311,America/Chicago,Texas,TX,1263,34.38341,-103.038,1267,US
"Inglis, FL",0.795457061,1.824824017,"Inglis, FL",1311,America/New_York,Florida,FL,5,29.03025,-82.66872,11,US
"Manly, IA",-0.830052796,-1.058199768,"Manly, IA",1310,America/Chicago,Iowa,IA,366,43.28718,-93.20215,367,US
"Winona, MO",-1.580917809,-0.558090543,"Winona, MO",1310,America/Chicago,Missouri,MO,284,37.00977,-91.32347,282,US
"Washburn, ND",-0.758006353,-1.201226408,"Washburn, ND",1309,America/Chicago,North Dakota,ND,535,47.28916,-101.02903,534,US
"Beverly, OH",-0.917867777,-0.908183592,"Beverly, OH",1308,America/New_York,Ohio,OH,201,39.54785,-81.63957,199,US
"Palmdale, PA",0.526236287,-0.93597538,"Palmdale, PA",1308,America/New_York,Pennsylvania,PA,132,40.29787,-76.61858,131,US
"Sleepy Hollow, WY",0.362549098,-0.912034014,"Sleepy Hollow, WY",1308,America/Denver,Wyoming,WY,1390,44.24109,-105.42222,1381,US
"San Antonio, FL",1.161287089,1.849144861,"San Antonio, FL",1308,America/New_York,Florida,FL,51,28.33611,-82.27453,56,US
"Aurora, TX",0.879272018,1.060320412,"Aurora, TX",1307,America/Chicago,Texas,TX,249,33.06068,-97.50336,254,US
"Okarche, OK",-0.263386713,1.178098991,"Okarche, OK",1307,America/Chicago,Oklahoma,OK,379,35.72588,-97.97644,381,US
"Duenweg, MO",-1.450818971,-0.221295366,"Duenweg, MO",1306,America/Chicago,Missouri,MO,329,37.08367,-94.41356,330,US
"Enosburg Falls, VT",-0.557612541,-1.150384185,"Enosburg Falls, VT",1305,America/New_York,Vermont,VT,129,44.90699,-72.80652,129,US
"Vinco, PA",-1.125157419,-1.597509225,"Vinco, PA",1305,America/New_York,Pennsylvania,PA,528,40.40507,-78.85558,530,US
"Basin, WY",0.956489917,-1.109743028,"Basin, WY",1305,America/Denver,Wyoming,WY,1182,44.37996,-108.03899,1181,US
"Geary, OK",0.325255341,0.341284856,"Geary, OK",1305,America/Chicago,Oklahoma,OK,472,35.63116,-98.31729,474,US
"Kittredge, CO",0.994334519,-1.132804735,"Kittredge, CO",1304,America/Denver,Colorado,CO,2105,39.65471,-105.29971,2102,US
"Roland, IA",-1.102068856,-1.043138852,"Roland, IA",1304,America/Chicago,Iowa,IA,312,42.16637,-93.50188,313,US
"Killian, LA",1.445718326,0.951252684,"Killian, LA",1304,America/Chicago,Louisiana,LA,4,30.35881,-90.5862,10,US
"Inverness, CA",3.672450527,-0.827451209,"Inverness, CA",1304,America/Los_Angeles,California,CA,13,38.10103,-122.85694,13,US
"Cedar Point, NC",-1.095275881,1.729712472,"Cedar Point, NC",1304,America/New_York,North Carolina,NC,6,34.68766,-77.07245,7,US
"Bunkerville, NV",2.199112077,-0.61157627,"Bunkerville, NV",1303,America/Los_Angeles,Nevada,NV,467,36.77303,-114.12802,468,US
"Sunnyside, GA",-0.033543908,1.355489151,"Sunnyside, GA",1303,America/New_York,Georgia,GA,42,31.23938,-82.34207,44,US
"Wetherington, OH",-1.475189811,0.042894415,"Wetherington, OH",1302,America/New_York,Ohio,OH,262,39.36367,-84.37744,261,US
"Taylorsville, MS",-0.34071607,1.47633782,"Taylorsville, MS",1302,America/Chicago,Mississippi,MS,84,31.8296,-89.42812,87,US
"Sarcoxie, MO",-1.839321625,0.081147911,"Sarcoxie, MO",1301,America/Chicago,Missouri,MO,332,37.06923,-94.1166,336,US
"Waldo, AR",-0.605972016,1.154259995,"Waldo, AR",1301,America/Chicago,Arkansas,AR,110,33.35151,-93.29573,113,US
"Marshall, AR",-0.658700057,1.506503425,"Marshall, AR",1300,America/Chicago,Arkansas,AR,317,35.90896,-92.63127,321,US
"Maharishi Vedic City, IA",-1.175718374,-1.396832654,"Maharishi Vedic City, IA",1299,America/Chicago,Iowa,IA,241,41.05252,-91.9949,240,US
"Buffalo, IA",-1.583284055,-1.301858403,"Buffalo, IA",1299,America/Chicago,Iowa,IA,171,41.45642,-90.72347,173,US
"Kurtistown, HI",1.66553541,-0.561892832,"Kurtistown, HI",1298,Pacific/Honolulu,Hawaii,HI,193,19.60361,-155.05722,202,US
"Paradis, LA",1.374498423,0.481457446,"Paradis, LA",1298,America/Chicago,Louisiana,LA,1,29.87965,-90.43397,2,US
"Vardaman, MS",-0.600538971,1.941490122,"Vardaman, MS",1297,America/Chicago,Mississippi,MS,86,33.87567,-89.17729,85,US
"Erin, TN",-0.823894278,1.526390671,"Erin, TN",1295,America/Chicago,Tennessee,TN,136,36.31839,-87.69474,136,US
"Shandon, CA",4.165348482,-0.843535091,"Shandon, CA",1295,America/Los_Angeles,California,CA,317,35.65525,-120.37543,318,US
"Mountain View, WY",1.684833898,-0.978840169,"Mountain View, WY",1294,America/Denver,Wyoming,WY,2074,41.26884,-110.33988,2080,US
"Leesburg, OH",-1.421965915,-0.081551934,"Leesburg, OH",1294,America/New_York,Ohio,OH,309,39.34506,-83.55297,308,US
"Reno, OH",-0.175377833,-0.955281897,"Reno, OH",1293,America/New_York,Ohio,OH,197,39.37285,-81.39567,197,US
"Sparta, GA",-1.214675646,1.509480818,"Sparta, GA",1293,America/New_York,Georgia,GA,171,33.2757,-82.97626,174,US
"Loma, CO",2.164047713,-1.187758866,"Loma, CO",1293,America/Denver,Colorado,CO,1374,39.19581,-108.81316,1377,US
"Enigma, GA",-0.507577135,1.568079263,"Enigma, GA",1293,America/New_York,Georgia,GA,93,31.41297,-83.32905,97,US
"Mount Airy, GA",-1.372851866,2.189925218,"Mount Airy, GA",1292,America/New_York,Georgia,GA,471,34.51871,-83.50073,474,US
"Benton, TN",-1.315445732,2.230253978,"Benton, TN",1292,America/New_York,Tennessee,TN,226,35.17424,-84.65355,225,US
"Blowing Rock, NC",-1.46820038,2.884832705,"Blowing Rock, NC",1292,America/New_York,North Carolina,NC,1089,36.13513,-81.67761,1088,US
"Midway, LA",1.238737222,0.746774775,"Midway, LA",1291,America/Chicago,Louisiana,LA,62,31.69212,-92.15236,69,US
"Hawkins, TX",1.097786196,2.071020062,"Hawkins, TX",1291,America/Chicago,Texas,TX,124,32.58847,-95.20411,127,US
"Mogul, NV",2.102938491,-0.63947548,"Mogul, NV",1290,America/Los_Angeles,Nevada,NV,1436,39.5138,-119.92603,1436,US
"Oglala, SD",-0.144692356,-1.455511166,"Oglala, SD",1290,America/Denver,South Dakota,SD,915,43.18859,-102.73962,911,US
"Konawa, OK",-0.448121996,1.72871012,"Konawa, OK",1290,America/Chicago,Oklahoma,OK,294,34.95953,-96.7528,299,US
"Grantsburg, WI",-1.518551867,-2.749422615,"Grantsburg, WI",1289,America/Chicago,Wisconsin,WI,291,45.77634,-92.6827,288,US
"Dike, IA",-1.279094773,-1.148295355,"Dike, IA",1289,America/Chicago,Iowa,IA,288,42.46415,-92.62825,290,US
"Somerset, MD",-0.471442928,-0.788742761,"Somerset, MD",1288,America/New_York,Maryland,MD,90,38.96594,-77.09609,95,US
"Marsing, ID",0.964165718,-0.298223122,"Marsing, ID",1287,America/Boise,Idaho,ID,701,43.54544,-116.8132,700,US
"Iraan, TX",0.889202059,2.656520708,"Iraan, TX",1287,America/Chicago,Texas,TX,677,30.91405,-101.89791,678,US
"Freeman, SD",-0.268620822,-0.877619415,"Freeman, SD",1287,America/Chicago,South Dakota,SD,461,43.35249,-97.43729,463,US
"Heppner, OR",0.762041917,-0.80137311,"Heppner, OR",1287,America/Los_Angeles,Oregon,OR,668,45.35318,-119.5578,656,US
"Blue Ridge, GA",-1.007116408,2.340555602,"Blue Ridge, GA",1286,America/New_York,Georgia,GA,537,34.86397,-84.32409,535,US
"Danby, VT",-0.526776238,-0.963547701,"Danby, VT",1286,America/New_York,Vermont,VT,211,43.34618,-72.99538,213,US
"Owensville, IN",-2.319583158,-1.236505316,"Owensville, IN",1285,America/Chicago,Indiana,IN,155,38.27199,-87.6878,156,US
"Woodbine, GA",-0.915449603,1.600527531,"Woodbine, GA",1285,America/New_York,Georgia,GA,4,30.96396,-81.72416,12,US
"Germantown, IL",-2.598758469,-2.099650121,"Germantown, IL",1285,America/Chicago,Illinois,IL,131,38.55366,-89.53842,133,US
"Fayetteville, AL",-1.241178054,3.65751869,"Fayetteville, AL",1284,America/Chicago,Alabama,AL,133,33.14567,-86.40581,134,US
"Princeton, NC",-1.396110784,1.510725136,"Princeton, NC",1284,America/New_York,North Carolina,NC,46,35.46599,-78.16055,49,US
"Farmland, IN",-1.727535077,-1.599510163,"Farmland, IN",1284,America/Indiana/Indianapolis,Indiana,IN,317,40.18782,-85.12747,316,US
"Mignon, AL",-0.528389337,2.742349473,"Mignon, AL",1284,America/Chicago,Alabama,AL,159,33.18345,-86.26109,164,US
"Avalon, NJ",0.497965777,-1.342898997,"Avalon, NJ",1283,America/New_York,New Jersey,NJ,3,39.10122,-74.71766,6,US
"Asotin, WA",0.508846333,-0.768308625,"Asotin, WA",1282,America/Los_Angeles,Washington,WA,244,46.33933,-117.04821,243,US
"Mooreland, OK",-0.38766844,0.862360678,"Mooreland, OK",1282,America/Chicago,Oklahoma,OK,577,36.4392,-99.20482,587,US
"Rison, AR",-0.819723939,2.263436675,"Rison, AR",1282,America/Chicago,Arkansas,AR,82,33.95843,-92.19015,87,US
"Rossville, IL",-2.809752801,-1.506567512,"Rossville, IL",1282,America/Chicago,Illinois,IL,209,40.3792,-87.66863,213,US
"Oley, PA",-1.675874657,-2.152702033,"Oley, PA",1282,America/New_York,Pennsylvania,PA,135,40.38759,-75.78964,135,US
"Hampton, AR",-0.761115462,1.594965065,"Hampton, AR",1281,America/Chicago,Arkansas,AR,61,33.53789,-92.46988,65,US
"Lunenburg, VT",-0.679452544,-0.955862067,"Lunenburg, VT",1281,America/New_York,Vermont,VT,359,44.46311,-71.68203,360,US
"Fremont, NC",-0.141182068,1.051689835,"Fremont, NC",1280,America/New_York,North Carolina,NC,45,35.54544,-77.97471,45,US
"Queen Anne, MD",-0.111471501,-0.437549812,"Queen Anne, MD",1280,America/New_York,Maryland,MD,14,38.89872,-76.6783,18,US
"Hillcrest, IL",-1.786039055,-1.809034587,"Hillcrest, IL",1280,America/Chicago,Illinois,IL,253,41.95114,-89.06454,251,US
"Waymart, PA",-1.52871518,-1.842274247,"Waymart, PA",1279,America/New_York,Pennsylvania,PA,426,41.58036,-75.40824,429,US
"Cooperstown, WI",-1.203594397,-2.425059249,"Cooperstown, WI",1278,America/Chicago,Wisconsin,WI,239,44.31277,-87.77453,238,US
"Moreland, ID",0.799441038,0.210871887,"Moreland, ID",1278,America/Boise,Idaho,ID,1360,43.22269,-112.44248,1361,US
"Iva, SC",-0.664252499,1.756994827,"Iva, SC",1278,America/New_York,South Carolina,SC,217,34.3065,-82.66374,221,US
"Molino, FL",1.104262669,1.794108019,"Molino, FL",1277,America/Chicago,Florida,FL,11,30.72408,-87.31414,19,US
"Stratford, CA",3.420320403,-0.880475176,"Stratford, CA",1277,America/Los_Angeles,California,CA,62,36.1894,-119.82319,61,US
"Lyman, MS",-0.12206043,0.753705885,"Lyman, MS",1277,America/Chicago,Mississippi,MS,22,30.49474,-89.12561,24,US
"Byron, CA",3.786726094,-0.949734535,"Byron, CA",1277,America/Los_Angeles,California,CA,10,37.86715,-121.63801,5,US
"Oran, MO",-1.394166231,0.402863893,"Oran, MO",1277,America/Chicago,Missouri,MO,103,37.08505,-89.65536,103,US
"Royalston, MA",-0.059498226,-1.843423519,"Royalston, MA",1276,America/New_York,Massachusetts,MA,308,42.67759,-72.18786,309,US
"Simpson, PA",-0.821361753,-1.054277187,"Simpson, PA",1275,America/New_York,Pennsylvania,PA,347,41.59175,-75.48518,350,US
"Barry, IL",-1.700659647,-2.07501091,"Barry, IL",1274,America/Chicago,Illinois,IL,218,39.69421,-91.03902,222,US
"Lincoln, KS",-0.68367876,-0.440001787,"Lincoln, KS",1274,America/Chicago,Kansas,KS,432,39.04084,-98.14477,438,US
"Kamiah, ID",0.768147664,-0.047615594,"Kamiah, ID",1273,America/Los_Angeles,Idaho,ID,378,46.22712,-116.02931,376,US
"Clear Lake, SD",0.241271516,-1.092818671,"Clear Lake, SD",1273,America/Chicago,South Dakota,SD,559,44.7458,-96.68256,556,US
"Iola, WI",-1.290418396,-1.650136905,"Iola, WI",1273,America/Chicago,Wisconsin,WI,290,44.50803,-89.13067,291,US
"Buxton, NC",-1.204132781,2.011704746,"Buxton, NC",1273,America/New_York,North Carolina,NC,3,35.26768,-75.54237,6,US
"Chrisman, IL",-1.714135628,-2.21251363,"Chrisman, IL",1272,America/Chicago,Illinois,IL,196,39.80365,-87.67364,198,US
"Sundance, WY",0.761355098,-0.946948683,"Sundance, WY",1272,America/Denver,Wyoming,WY,1444,44.40637,-104.37578,1450,US
"Dexter, NM",1.323986894,0.070370015,"Dexter, NM",1272,America/Denver,New Mexico,NM,1056,33.19733,-104.37302,1059,US
"Morrow, OH",-0.900645073,-0.520508481,"Morrow, OH",1272,America/New_York,Ohio,OH,195,39.3545,-84.12716,197,US
"Galveston, IN",-0.734227226,-0.059249833,"Galveston, IN",1271,America/Indiana/Indianapolis,Indiana,IN,244,40.57893,-86.19027,246,US
"Caraway, AR",-0.457281674,2.371102327,"Caraway, AR",1270,America/Chicago,Arkansas,AR,69,35.75813,-90.32232,69,US
"Del Rio, CA",4.506473077,-0.009755999,"Del Rio, CA",1270,America/Los_Angeles,California,CA,39,37.74354,-121.01188,45,US
"Palo Cedro, CA",4.604882505,-1.250640629,"Palo Cedro, CA",1269,America/Los_Angeles,California,CA,143,40.56376,-122.23889,144,US
"Coon Rapids, IA",-1.443811398,-1.880162455,"Coon Rapids, IA",1269,America/Chicago,Iowa,IA,358,41.87082,-94.67748,354,US
"Falkville, AL",-1.25968841,3.753245818,"Falkville, AL",1268,America/Chicago,Alabama,AL,184,34.36843,-86.90862,183,US
"Lincoln, VT",-0.58843368,-1.066772283,"Lincoln, VT",1268,America/New_York,Vermont,VT,294,44.10589,-72.99706,300,US
"Crocker, WA",0.698566717,-0.572670578,"Crocker, WA",1268,America/Los_Angeles,Washington,WA,,47.08091,-122.10383,278,US
"Waverly, IL",-2.642635327,-2.133646943,"Waverly, IL",1268,America/Chicago,Illinois,IL,208,39.59172,-89.95288,210,US
"Walls, MS",-0.425109748,1.156492034,"Walls, MS",1268,America/Chicago,Mississippi,MS,64,34.95824,-90.15256,67,US
"Sperry, OK",0.449059005,0.713018231,"Sperry, OK",1268,America/Chicago,Oklahoma,OK,190,36.29731,-95.99139,193,US
"Platte, SD",-0.710216762,-1.458241946,"Platte, SD",1266,America/Chicago,South Dakota,SD,488,43.38694,-98.84453,488,US
"Maurice, LA",1.326045832,0.960371544,"Maurice, LA",1266,America/Chicago,Louisiana,LA,6,30.10854,-92.12457,10,US
"Buffalo, SC",-0.950873197,1.256502636,"Buffalo, SC",1266,America/New_York,South Carolina,SC,180,34.72569,-81.68343,184,US
"Morrisville, PA",-1.840754214,-1.134488478,"Morrisville, PA",1265,America/New_York,Pennsylvania,PA,300,39.8948,-80.16173,297,US
"Cambria, IL",-1.784950531,-2.804553846,"Cambria, IL",1265,America/Chicago,Illinois,IL,130,37.78144,-89.11925,129,US
"Five Points, FL",0.566958621,1.818542074,"Five Points, FL",1265,America/New_York,Florida,FL,50,30.20912,-82.63735,54,US
"Muscoda, WI",-1.254531427,-2.467531531,"Muscoda, WI",1265,America/Chicago,Wisconsin,WI,210,43.18499,-90.44318,211,US
"Alton, IA",-1.741766163,-1.218296448,"Alton, IA",1264,America/Chicago,Iowa,IA,404,42.98749,-96.01057,404,US
"Broadway, NC",-0.897285321,1.707240749,"Broadway, NC",1264,America/New_York,North Carolina,NC,144,35.45793,-79.05308,145,US
"Cottonwood, AL",0.202059228,2.269794046,"Cottonwood, AL",1264,America/Chicago,Alabama,AL,50,31.04879,-85.30493,56,US
"Fairton, NJ",-0.293469856,-1.310865945,"Fairton, NJ",1264,America/New_York,New Jersey,NJ,8,39.38178,-75.21991,8,US
"Parshall, ND",-0.546188746,-1.493181554,"Parshall, ND",1263,America/Chicago,North Dakota,ND,589,47.95335,-102.13489,589,US
"Woodstock, ME",-0.431205584,-0.735740187,"Woodstock, ME",1263,America/New_York,Maine,ME,0,44.37494,-70.60849,264,US
"Valmeyer, IL",-2.670447661,-2.210573656,"Valmeyer, IL",1263,America/Chicago,Illinois,IL,224,38.30561,-90.27651,225,US
"Callender, CA",3.884803887,-0.823323031,"Callender, CA",1262,America/Los_Angeles,California,CA,31,35.05303,-120.59628,45,US
"La Crosse, KS",-1.233647422,-0.926850861,"La Crosse, KS",1262,America/Chicago,Kansas,KS,627,38.5314,-99.30872,632,US
"Keshena, WI",-1.188492965,-2.639495341,"Keshena, WI",1262,America/Chicago,Wisconsin,WI,251,44.88387,-88.63372,256,US
"Wells, NV",1.905256508,-0.611665983,"Wells, NV",1261,America/Los_Angeles,Nevada,NV,1716,41.11159,-114.96449,1720,US
"Fairview, UT",0.531648108,0.895812318,"Fairview, UT",1261,America/Denver,Utah,UT,1813,39.62635,-111.43963,1816,US
"Woodland Heights, PA",-1.202739324,-0.281723628,"Woodland Heights, PA",1261,America/New_York,Pennsylvania,PA,430,41.40978,-79.71172,430,US
"West Blocton, AL",-1.081983542,3.264693624,"West Blocton, AL",1261,America/Chicago,Alabama,AL,151,33.11817,-87.125,156,US
"Hackberry, LA",1.638283367,1.585465122,"Hackberry, LA",1261,America/Chicago,Louisiana,LA,1,29.99605,-93.3421,9,US
"Mansfield, MO",-1.440034698,-0.281204227,"Mansfield, MO",1261,America/Chicago,Missouri,MO,452,37.10672,-92.58072,452,US
"Y, AK",0.516347468,-0.331823011,"Y, AK",1260,America/Anchorage,Alaska,AK,353,62.16129,-149.85075,355,US
"Velva, ND",-0.903286695,-1.315124734,"Velva, ND",1260,America/Chicago,North Dakota,ND,461,48.05612,-100.92932,464,US
"Munford, AL",-0.85838856,3.349583876,"Munford, AL",1259,America/Chicago,Alabama,AL,195,33.52983,-85.9508,191,US
"Santa Margarita, CA",5.16405955,-1.025187281,"Santa Margarita, CA",1259,America/Los_Angeles,California,CA,308,35.38997,-120.60906,308,US
"Miamitown, OH",-1.283733148,-0.877883146,"Miamitown, OH",1259,America/New_York,Ohio,OH,158,39.21589,-84.70411,159,US
"Spencerville, NM",0.735157972,-0.391221025,"Spencerville, NM",1258,America/Denver,New Mexico,NM,1730,36.82,-108.05813,1733,US
"Tok, AK",0.586745188,-0.396484392,"Tok, AK",1258,America/Anchorage,Alaska,AK,496,63.33667,-142.98556,503,US
"Conestoga, PA",-1.604263367,-2.002847194,"Conestoga, PA",1258,America/New_York,Pennsylvania,PA,151,39.94066,-76.34635,155,US
"Francis, UT",0.862262039,0.643248365,"Francis, UT",1258,America/Denver,Utah,UT,2000,40.61051,-111.28074,2002,US
"Deadwood, SD",-0.24824787,-1.295033813,"Deadwood, SD",1258,America/Denver,South Dakota,SD,1381,44.37665,-103.72964,1389,US
"Hettinger, ND",-0.951463868,-1.578878266,"Hettinger, ND",1257,America/Denver,North Dakota,ND,822,46.00139,-102.63682,823,US
"Liberty, UT",0.436061417,1.02533519,"Liberty, UT",1257,America/Denver,Utah,UT,1560,41.33355,-111.86355,1563,US
"Terrebonne, OR",1.058160555,0.444819294,"Terrebonne, OR",1257,America/Los_Angeles,Oregon,OR,875,44.3529,-121.17781,873,US
"Hurley, NM",1.667744668,-0.402496842,"Hurley, NM",1256,America/Denver,New Mexico,NM,1744,32.69924,-108.13199,1745,US
"Ashland, IL",-2.231813141,-2.302845679,"Ashland, IL",1256,America/Chicago,Illinois,IL,193,39.88783,-90.00789,194,US
"Byhalia, MS",-0.878840894,2.133956448,"Byhalia, MS",1255,America/Chicago,Mississippi,MS,110,34.87232,-89.69064,111,US
"Covelo, CA",4.607603648,-0.91960408,"Covelo, CA",1255,America/Los_Angeles,California,CA,426,39.79327,-123.24922,426,US
"Otterbein, IN",-2.118422909,-1.517470944,"Otterbein, IN",1254,America/Indiana/Indianapolis,Indiana,IN,216,40.49059,-87.0964,216,US
"Killdeer, ND",-1.026739568,-1.410119762,"Killdeer, ND",1254,America/Denver,North Dakota,ND,698,47.37196,-102.75408,696,US
"Whitaker, PA",-1.181513524,-0.890555826,"Whitaker, PA",1254,America/New_York,Pennsylvania,PA,303,40.3984,-79.88977,303,US
"Hagerman, NM",1.532014675,0.079398084,"Hagerman, NM",1254,America/Denver,New Mexico,NM,1043,33.11511,-104.32691,1044,US
"Gregory, SD",-0.131716933,-1.184226663,"Gregory, SD",1254,America/Chicago,South Dakota,SD,661,43.23222,-99.43038,660,US
"Emory, TX",0.495467622,2.561492671,"Emory, TX",1253,America/Chicago,Texas,TX,146,32.87457,-95.76552,145,US
"Dickson, OK",0.22282079,1.216712588,"Dickson, OK",1253,America/Chicago,Oklahoma,OK,250,34.18732,-96.98446,254,US
"Tieton, WA",1.441118805,-0.76585186,"Tieton, WA",1253,America/Los_Angeles,Washington,WA,586,46.70207,-120.75535,583,US
"Mifflinville, PA",-1.261758501,-1.499650989,"Mifflinville, PA",1253,America/New_York,Pennsylvania,PA,157,41.03231,-76.30799,156,US
"Dauphin Island, AL",-0.417870915,3.995320668,"Dauphin Island, AL",1251,America/Chicago,Alabama,AL,2,30.25548,-88.10972,8,US
"Baltic, CT",-0.32446988,-0.86625503,"Baltic, CT",1250,America/New_York,Connecticut,CT,18,41.61704,-72.08452,26,US
"Ola, AR",-0.388803472,1.594960169,"Ola, AR",1250,America/Chicago,Arkansas,AR,110,35.03231,-93.22323,111,US
"Hansen, ID",1.25065554,-0.630562395,"Hansen, ID",1249,America/Boise,Idaho,ID,1228,42.53068,-114.30101,1228,US
"Toulon, IL",-2.071336818,-2.086050403,"Toulon, IL",1248,America/Chicago,Illinois,IL,222,41.09365,-89.86483,225,US
"Craig, AK",0.577005484,-0.260914323,"Craig, AK",1248,America/Juneau,Alaska,AK,13,55.47639,-133.14833,11,US
"Diaz, AR",0.025766226,1.64232225,"Diaz, AR",1248,America/Chicago,Arkansas,AR,71,35.63841,-91.26513,70,US
"Goodman, MO",-0.992209047,-0.306613729,"Goodman, MO",1248,America/Chicago,Missouri,MO,381,36.74174,-94.39911,383,US
"Beggs, OK",0.179281078,0.922190536,"Beggs, OK",1247,America/Chicago,Oklahoma,OK,225,35.7426,-96.07027,230,US
"La Huerta, NM",1.84963442,-0.123555999,"La Huerta, NM",1246,America/Denver,New Mexico,NM,951,32.4429,-104.22106,955,US
"Wetumka, OK",-0.106815424,1.244768274,"Wetumka, OK",1245,America/Chicago,Oklahoma,OK,233,35.23759,-96.24167,239,US
"Pamplico, SC",-0.798643207,2.446048154,"Pamplico, SC",1245,America/New_York,South Carolina,SC,25,33.996,-79.57006,20,US
"Como, MS",-0.241334157,0.784480816,"Como, MS",1245,America/Chicago,Mississippi,MS,109,34.51066,-89.93981,112,US
"Bevil Oaks, TX",1.180321867,1.84184592,"Bevil Oaks, TX",1245,America/Chicago,Texas,TX,8,30.15021,-94.26963,19,US
"Beattyville, KY",-1.842036711,1.267990732,"Beattyville, KY",1244,America/New_York,Kentucky,KY,204,37.57175,-83.70686,203,US
"Thomas, OK",0.118660209,0.594654585,"Thomas, OK",1244,America/Chicago,Oklahoma,OK,532,35.74422,-98.74758,540,US
"Clyde, NC",-1.08206022,2.119851065,"Clyde, NC",1243,America/New_York,North Carolina,NC,772,35.53344,-82.91069,774,US
"Laurys Station, PA",-1.120936084,-1.503625765,"Laurys Station, PA",1243,America/New_York,Pennsylvania,PA,115,40.72315,-75.53018,117,US
"Aragon, GA",0.374362068,1.677953308,"Aragon, GA",1243,America/New_York,Georgia,GA,226,34.04565,-85.05606,226,US
"Bayboro, NC",-1.11584054,2.523516034,"Bayboro, NC",1243,America/New_York,North Carolina,NC,2,35.14294,-76.77021,3,US
"Milford, IL",-2.217525372,-2.511673542,"Milford, IL",1242,America/Chicago,Illinois,IL,204,40.62837,-87.69614,206,US
"Britton, SD",-0.306885731,-1.003818821,"Britton, SD",1242,America/Chicago,South Dakota,SD,414,45.79162,-97.75094,414,US
"Mulberry, IN",-1.567829447,-0.659702876,"Mulberry, IN",1242,America/Indiana/Indianapolis,Indiana,IN,239,40.34448,-86.66528,243,US
"Chelsea, VT",-0.514367301,-1.011037451,"Chelsea, VT",1242,America/New_York,Vermont,VT,250,43.98979,-72.4476,254,US
"Algonquin, MD",-0.469159126,-1.197674955,"Algonquin, MD",1241,America/New_York,Maryland,MD,4,38.5829,-76.10577,7,US
"Laguna, NM",2.836255128,-0.250275953,"Laguna, NM",1241,America/Denver,New Mexico,NM,1770,35.03671,-107.38282,1767,US
"Ladd, IL",-1.849528203,-1.927582425,"Ladd, IL",1241,America/Chicago,Illinois,IL,198,41.38253,-89.21897,200,US
"Coosada, AL",-0.54145463,2.763870183,"Coosada, AL",1240,America/Chicago,Alabama,AL,55,32.49791,-86.33136,56,US
"Loyal, WI",-0.879010813,-2.154343384,"Loyal, WI",1239,America/Chicago,Wisconsin,WI,378,44.73691,-90.49597,381,US
"Sheridan, CA",3.436330283,-1.267798738,"Sheridan, CA",1238,America/Los_Angeles,California,CA,34,38.97962,-121.37551,34,US
"Chatom, AL",-0.672241804,3.318305796,"Chatom, AL",1237,America/Chicago,Alabama,AL,57,31.46517,-88.25446,61,US
"Hydesville, CA",3.896897208,-1.173181584,"Hydesville, CA",1237,America/Los_Angeles,California,CA,111,40.54763,-124.09727,113,US
"Mayo, FL",0.64411478,1.173567269,"Mayo, FL",1237,America/New_York,Florida,FL,27,30.053,-83.17486,29,US
"Julesburg, CO",0.793036895,-1.231367407,"Julesburg, CO",1237,America/Denver,Colorado,CO,1060,40.98833,-102.26435,1062,US
"Leadwood, MO",-1.240063053,-0.12714324,"Leadwood, MO",1236,America/Chicago,Missouri,MO,246,37.86727,-90.59318,250,US
"Geronimo, OK",0.618439705,0.679308673,"Geronimo, OK",1235,America/Chicago,Oklahoma,OK,338,34.48119,-98.38311,339,US
"Hana, HI",1.850120073,-0.68180453,"Hana, HI",1235,Pacific/Honolulu,Hawaii,HI,39,20.75806,-155.99028,38,US
"Arnolds Park, IA",-1.4115833,-1.522056999,"Arnolds Park, IA",1234,America/Chicago,Iowa,IA,434,43.37274,-95.12388,437,US
"Newburg, WI",-1.566062376,-2.284280458,"Newburg, WI",1233,America/Chicago,Wisconsin,WI,258,43.43167,-88.04648,260,US
"Eldridge, CA",3.389115304,-0.806636453,"Eldridge, CA",1233,America/Los_Angeles,California,CA,54,38.3488,-122.51081,63,US
"Warrenville, SC",-1.191798627,0.925628018,"Warrenville, SC",1233,America/New_York,South Carolina,SC,71,33.55097,-81.804,78,US
"Huntsville, TN",-1.211775632,3.244652556,"Huntsville, TN",1233,America/New_York,Tennessee,TN,402,36.4098,-84.49049,404,US
"Carnuel, NM",1.982409579,-0.113871317,"Carnuel, NM",1232,America/Denver,New Mexico,NM,1786,35.06394,-106.45725,1790,US
